Date,Open,High,Low,Close,Adj Close,Volume
2021-08-12,3522.719971,3538.399902,3513.449951,3524.739990,3524.739990,381100
2021-08-13,3514.469971,3540.080078,3500.800049,3516.300049,3516.300049,378200
2021-08-16,3514.340088,3537.850098,3510.899902,3517.340088,3517.340088,391100
2021-08-17,3512.108887,3531.725098,3438.123047,3446.976074,3446.976074,422900
2021-08-18,3442.346924,3487.436035,3437.690918,3485.285889,3485.285889,389200
2021-08-19,3475.298096,3480.459961,3446.014893,3465.554932,3465.554932,382400
2021-08-20,3442.506104,3453.153076,3394.971924,3427.333984,3427.333984,391100
2021-08-23,3436.800049,3481.250000,3436.669922,3477.129883,3477.129883,384700
2021-08-24,3482.266113,3522.697021,3481.141113,3514.470947,3514.470947,430200
2021-08-25,3517.919922,3540.389893,3510.070068,3540.379883,3540.379883,450000
2021-08-26,3537.313965,3537.315918,3499.452881,3501.664063,3501.664063,502900
2021-08-27,3494.417969,3530.193115,3493.375000,3522.156982,3522.156982,455300
2021-08-30,3535.072998,3539.493896,3512.992920,3528.150879,3528.150879,512800
2021-08-31,3519.020020,3543.939941,3496.389893,3543.939941,3543.939941,524200
2021-09-01,3543.870117,3582.320068,3514.669922,3567.100098,3567.100098,667300
2021-09-02,3559.899902,3597.370117,3557.679932,3597.040039,3597.040039,572700
2021-09-03,3602.739990,3613.949951,3569.399902,3581.729980,3581.729980,614500
2021-09-06,3580.139893,3626.290039,3580.139893,3621.860107,3621.860107,521700
2021-09-07,3621.709961,3681.929932,3615.139893,3676.590088,3676.590088,547700
2021-09-08,3673.399902,3695.320068,3661.000000,3675.189941,3675.189941,586400
2021-09-09,3666.820068,3693.449951,3662.159912,3693.129883,3693.129883,604800
2021-09-10,3691.186035,3722.873047,3681.642090,3703.110107,3703.110107,635200
2021-09-13,3699.250000,3716.830078,3692.820068,3715.370117,3715.370117,557500
2021-09-14,3709.629883,3723.850098,3655.629883,3662.600098,3662.600098,565000
2021-09-15,3651.159912,3677.530029,3638.320068,3656.219971,3656.219971,475000
2021-09-16,3664.840088,3677.919922,3606.729980,3607.090088,3607.090088,546700
2021-09-17,3595.270020,3620.959961,3569.270020,3613.969971,3613.969971,516900
2021-09-22,3563.209961,3629.449951,3560.500000,3628.489990,3628.489990,472300
2021-09-23,3651.270020,3670.949951,3632.280029,3642.219971,3642.219971,535000
2021-09-24,3637.870117,3651.429932,3607.790039,3613.070068,3613.070068,507300
2021-09-27,3625.959961,3640.810059,3559.919922,3582.830078,3582.830078,510800
2021-09-28,3577.889893,3610.919922,3568.820068,3602.219971,3602.219971,444200
2021-09-29,3573.520020,3573.520020,3518.050049,3536.290039,3536.290039,452500
2021-09-30,3541.929932,3572.429932,3541.929932,3568.169922,3568.169922,395600
2021-10-08,3609.090088,3612.550049,3571.729980,3592.169922,3592.169922,407200
2021-10-11,3600.360107,3614.699951,3586.750000,3591.709961,3591.709961,394400
2021-10-12,3581.300049,3583.639893,3515.139893,3546.939941,3546.939941,405400
2021-10-13,3543.489990,3569.129883,3515.649902,3561.760010,3561.760010,325100
2021-10-14,3555.110107,3569.689941,3547.179932,3558.280029,3558.280029,295000
2021-10-15,3551.989990,3578.770020,3542.689941,3572.370117,3572.370117,320300
2021-10-18,3571.050049,3571.050049,3539.479980,3568.139893,3568.139893,341000
2021-10-19,3562.300049,3596.790039,3560.620117,3593.149902,3593.149902,334200
2021-10-20,3583.239990,3596.050049,3574.300049,3587.000000,3587.000000,344200
2021-10-21,3590.050049,3610.959961,3576.350098,3594.780029,3594.780029,352300
2021-10-22,3594.750000,3607.580078,3578.760010,3582.600098,3582.600098,353200
2021-10-25,3574.260010,3611.090088,3564.209961,3609.860107,3609.860107,321200
2021-10-26,3612.830078,3625.020020,3589.709961,3597.639893,3597.639893,337300
2021-10-27,3589.860107,3589.860107,3553.129883,3562.310059,3562.310059,350600
2021-10-28,3548.699951,3552.040039,3509.489990,3518.419922,3518.419922,378200
2021-10-29,3519.330078,3547.340088,3502.800049,3547.340088,3547.340088,358800
2021-11-01,3530.399902,3556.590088,3519.290039,3544.479980,3544.479980,382300
2021-11-02,3543.379883,3559.050049,3477.659912,3505.629883,3505.629883,417600
2021-11-03,3501.110107,3512.610107,3480.489990,3498.540039,3498.540039,306600
2021-11-04,3505.889893,3527.949951,3503.010010,3526.870117,3526.870117,319400
2021-11-05,3520.209961,3525.870117,3491.459961,3491.570068,3491.570068,354500
2021-11-08,3491.969971,3507.270020,3484.239990,3498.629883,3498.629883,298200
2021-11-09,3507.110107,3514.949951,3489.040039,3507.000000,3507.000000,287300
2021-11-10,3498.939941,3498.939941,3448.439941,3492.459961,3492.459961,307000
2021-11-11,3486.449951,3534.199951,3482.830078,3532.790039,3532.790039,322100
2021-11-12,3534.149902,3543.649902,3527.389893,3539.100098,3539.100098,308700
2021-11-15,3542.899902,3550.439941,3521.290039,3533.300049,3533.300049,313000
2021-11-16,3530.459961,3549.770020,3517.810059,3521.790039,3521.790039,310400
2021-11-17,3518.560059,3537.510010,3513.520020,3537.370117,3537.370117,276700
2021-11-18,3531.489990,3537.979980,3513.110107,3520.709961,3520.709961,312400
2021-11-19,3519.280029,3561.909912,3517.649902,3560.370117,3560.370117,318000
2021-11-22,3562.762939,3585.187988,3562.750977,3582.080078,3582.080078,330000
2021-11-23,3580.506104,3598.375000,3577.361084,3589.089111,3589.089111,360000
2021-11-24,3590.019043,3602.735107,3575.288086,3592.702881,3592.702881,336800
2021-11-25,3593.389893,3597.149902,3579.530029,3584.179932,3584.179932,306500
2021-11-26,3576.110107,3576.110107,3554.879883,3564.090088,3564.090088,301000
2021-11-29,3528.669922,3563.679932,3526.360107,3562.699951,3562.699951,333600
2021-11-30,3570.750000,3582.120117,3546.360107,3563.889893,3563.889893,349200
2021-12-01,3561.889893,3576.889893,3558.689941,3576.889893,3576.889893,329900
2021-12-02,3573.250000,3586.870117,3567.139893,3573.840088,3573.840088,354000
2021-12-03,3576.449951,3608.469971,3573.209961,3607.429932,3607.429932,377600
2021-12-06,3615.239990,3626.129883,3586.810059,3589.310059,3589.310059,418700
2021-12-07,3611.219971,3614.219971,3572.570068,3595.090088,3595.090088,403800
2021-12-08,3602.820068,3637.719971,3591.989990,3637.570068,3637.570068,361000
2021-12-09,3641.159912,3688.399902,3638.699951,3673.040039,3673.040039,431900
2021-12-10,3654.370117,3667.850098,3651.350098,3666.350098,3666.350098,420000
2021-12-13,3686.939941,3708.939941,3678.060059,3681.080078,3681.080078,424100
2021-12-14,3669.810059,3671.679932,3654.659912,3661.530029,3661.530029,362200
2021-12-15,3655.050049,3668.399902,3645.239990,3647.629883,3647.629883,377500
2021-12-16,3648.929932,3675.020020,3644.659912,3675.020020,3675.020020,381300
2021-12-17,3670.260010,3673.649902,3631.659912,3632.360107,3632.360107,408500
2021-12-20,3620.040039,3643.949951,3589.360107,3593.600098,3593.600098,423900
2021-12-21,3591.449951,3627.090088,3591.449951,3625.129883,3625.129883,408200
2021-12-22,3632.679932,3635.899902,3616.550049,3622.620117,3622.620117,394800
2021-12-23,3625.469971,3643.550049,3618.050049,3643.340088,3643.340088,382900
2021-12-24,3645.395020,3648.956055,3612.066895,3618.053955,3618.053955,390300
2021-12-27,3613.050049,3632.189941,3601.939941,3615.969971,3615.969971,329200
2021-12-28,3619.642090,3631.076904,3607.364014,3630.112061,3630.112061,316200
2021-12-29,3630.919922,3630.919922,3596.320068,3597.000000,3597.000000,305100
2021-12-30,3596.489990,3628.919922,3595.500000,3619.189941,3619.189941,307800
2021-12-31,3626.239990,3642.840088,3624.939941,3639.780029,3639.780029,329700
2022-01-04,3649.149902,3651.889893,3610.090088,3632.330078,3632.330078,405000
2022-01-05,3628.260010,3628.260010,3583.469971,3595.179932,3595.179932,423900
2022-01-06,3581.219971,3594.489990,3559.879883,3586.080078,3586.080078,371500
2022-01-07,3588.989990,3607.229980,3577.100098,3579.540039,3579.540039,436300
2022-01-10,3572.739990,3593.520020,3555.129883,3593.520020,3593.520020,356200
2022-01-11,3589.899902,3602.149902,3562.750000,3567.439941,3567.439941,359800
2022-01-12,3578.159912,3599.500000,3572.100098,3597.429932,3597.429932,343100
2022-01-13,3601.030029,3601.070068,3555.159912,3555.260010,3555.260010,369400
2022-01-14,3544.070068,3548.419922,3519.320068,3521.260010,3521.260010,376900
2022-01-17,3522.090088,3546.090088,3519.429932,3541.669922,3541.669922,312900
2022-01-18,3541.889893,3579.310059,3531.330078,3569.909912,3569.909912,377100
2022-01-19,3567.629883,3578.729980,3541.659912,3558.179932,3558.179932,333200
2022-01-20,3556.229980,3576.260010,3540.550049,3555.060059,3555.060059,379500
2022-01-21,3546.750000,3547.000000,3514.889893,3522.570068,3522.570068,326500
2022-01-24,3508.239990,3531.610107,3500.139893,3524.110107,3524.110107,280300
2022-01-25,3509.280029,3519.830078,3433.060059,3433.060059,3433.060059,327400
2022-01-26,3442.689941,3462.120117,3417.760010,3455.669922,3455.669922,275100
2022-01-27,3456.100098,3456.360107,3392.020020,3394.250000,3394.250000,280600
2022-01-28,3407.590088,3417.050049,3356.560059,3361.439941,3361.439941,290900
2022-02-07,3407.760010,3434.030029,3407.760010,3429.580078,3429.580078,320500
2022-02-08,3428.540039,3453.189941,3390.459961,3452.629883,3452.629883,366100
2022-02-09,3450.820068,3484.739990,3444.080078,3479.949951,3479.949951,350200
2022-02-10,3481.909912,3488.860107,3464.219971,3485.909912,3485.909912,355700
2022-02-11,3472.280029,3500.149902,3459.330078,3462.949951,3462.949951,361400
2022-02-14,3451.850098,3457.260010,3415.449951,3428.879883,3428.879883,315300
2022-02-15,3428.040039,3447.489990,3421.639893,3446.090088,3446.090088,275600
2022-02-16,3457.070068,3475.060059,3453.800049,3465.830078,3465.830078,275000
2022-02-17,3464.209961,3480.969971,3454.280029,3468.040039,3468.040039,297300
2022-02-18,3451.629883,3490.760010,3447.030029,3490.760010,3490.760010,295100
2022-02-21,3488.409912,3492.199951,3471.689941,3490.610107,3490.610107,301500
2022-02-22,3473.290039,3473.389893,3437.669922,3457.149902,3457.149902,326300
2022-02-23,3458.510010,3490.760010,3458.179932,3489.149902,3489.149902,325600
2022-02-24,3474.370117,3486.979980,3400.209961,3429.959961,3429.959961,488400
2022-02-25,3445.340088,3480.179932,3440.929932,3451.409912,3451.409912,377500
2022-02-28,3450.320068,3462.310059,3425.520020,3462.310059,3462.310059,345800
2022-03-01,3471.360107,3491.129883,3465.719971,3488.830078,3488.830078,326000
2022-03-02,3478.290039,3486.620117,3467.000000,3484.189941,3484.189941,329400
2022-03-03,3495.929932,3500.290039,3473.340088,3481.110107,3481.110107,412600
2022-03-04,3459.979980,3474.879883,3437.699951,3447.649902,3447.649902,393500
2022-03-07,3438.560059,3438.560059,3360.739990,3372.860107,3372.860107,393600
2022-03-08,3372.550049,3383.629883,3287.340088,3293.530029,3293.530029,415900
2022-03-09,3303.709961,3321.479980,3147.679932,3256.389893,3256.389893,466300
2022-03-10,3312.179932,3326.580078,3291.239990,3296.090088,3296.090088,378300
2022-03-11,3259.320068,3315.659912,3217.419922,3309.750000,3309.750000,384100
2022-03-14,3271.889893,3297.800049,3223.530029,3223.530029,3223.530029,338000
2022-03-15,3192.360107,3196.919922,3063.969971,3063.969971,3063.969971,465000
2022-03-16,3107.669922,3177.790039,3023.300049,3170.709961,3170.709961,444700
2022-03-17,3215.010010,3260.169922,3202.929932,3215.040039,3215.040039,420800
2022-03-18,3207.149902,3260.780029,3197.360107,3251.070068,3251.070068,373000
2022-03-21,3255.620117,3267.500000,3223.389893,3253.689941,3253.689941,354200
2022-03-22,3249.540039,3279.110107,3239.530029,3259.860107,3259.860107,361200
2022-03-23,3264.790039,3279.889893,3251.979980,3271.030029,3271.030029,349900
2022-03-24,3256.060059,3266.889893,3236.659912,3250.260010,3250.260010,329000
2022-03-25,3247.159912,3257.110107,3211.639893,3212.239990,3212.239990,340000
2022-03-28,3185.169922,3230.219971,3159.830078,3214.500000,3214.500000,345000
2022-03-29,3216.010010,3229.179932,3196.459961,3203.939941,3203.939941,316300
2022-03-30,3217.590088,3266.600098,3216.300049,3266.600098,3266.600098,366800
2022-03-31,3256.139893,3272.040039,3246.060059,3252.199951,3252.199951,398400
2022-04-01,3234.669922,3287.229980,3226.300049,3282.719971,3282.719971,378200
2022-04-06,3269.429932,3288.110107,3255.689941,3283.429932,3283.429932,429600
2022-04-07,3267.810059,3290.260010,3236.479980,3236.699951,3236.699951,402600
2022-04-08,3239.879883,3257.090088,3208.350098,3251.850098,3251.850098,413800
2022-04-11,3239.860107,3239.860107,3156.510010,3167.129883,3167.129883,424200
2022-04-12,3165.120117,3214.540039,3140.899902,3213.330078,3213.330078,418300
2022-04-13,3199.800049,3225.469971,3183.530029,3186.820068,3186.820068,391200
2022-04-14,3203.629883,3240.000000,3200.229980,3225.639893,3225.639893,371200
2022-04-15,3210.699951,3229.865967,3200.133057,3211.245117,3211.245117,407800
2022-04-18,3185.939941,3204.030029,3166.979980,3195.520020,3195.520020,347400
2022-04-19,3192.090088,3207.830078,3174.709961,3194.030029,3194.030029,339900
2022-04-20,3189.889893,3191.830078,3142.050049,3151.050049,3151.050049,362000
2022-04-21,3138.429932,3160.899902,3069.679932,3079.810059,3079.810059,391900
2022-04-22,3058.399902,3105.659912,3049.360107,3086.919922,3086.919922,342000
2022-04-25,3034.270020,3043.820068,2928.510010,2928.510010,2928.510010,433600
2022-04-26,2930.449951,2957.679932,2878.260010,2886.429932,2886.429932,401600
2022-04-27,2866.820068,2959.179932,2863.649902,2958.280029,2958.280029,423100
2022-04-28,2945.810059,2991.510010,2936.790039,2975.479980,2975.479980,100
2022-04-29,2986.060059,3048.489990,2968.330078,3047.060059,3047.060059,423900
2022-05-05,3044.850098,3082.229980,3042.120117,3067.760010,3067.760010,383100
2022-05-06,3011.320068,3030.689941,2992.719971,3001.560059,3001.560059,343300
2022-05-09,2990.199951,3015.939941,2983.610107,3004.139893,3004.139893,292100
2022-05-10,2965.780029,3043.780029,2957.399902,3035.840088,3035.840088,370700
2022-05-11,3035.389893,3100.899902,3034.669922,3058.699951,3058.699951,424000
2022-05-12,3044.800049,3072.159912,3032.949951,3054.989990,3054.989990,344400
2022-05-13,3068.030029,3086.100098,3059.250000,3084.280029,3084.280029,331700
2022-05-16,3100.550049,3102.580078,3063.399902,3073.750000,3073.750000,338100
2022-05-17,3076.500000,3093.699951,3057.639893,3093.699951,3093.699951,330400
2022-05-18,3095.889893,3105.840088,3071.310059,3085.979980,3085.979980,315000
2022-05-19,3046.709961,3096.959961,3042.669922,3096.959961,3096.959961,336600
2022-05-20,3107.090088,3146.570068,3107.090088,3146.570068,3146.570068,372300
2022-05-23,3150.489990,3150.510010,3127.899902,3146.860107,3146.860107,353400
2022-05-24,3149.060059,3153.129883,3070.929932,3070.929932,3070.929932,416300
2022-05-25,3070.169922,3107.629883,3069.949951,3107.459961,3107.459961,342300
2022-05-26,3111.479980,3133.280029,3079.479980,3123.110107,3123.110107,370300
2022-05-27,3135.030029,3151.050049,3112.540039,3130.239990,3130.239990,359500
2022-05-30,3141.959961,3150.889893,3123.149902,3149.060059,3149.060059,349400
2022-05-31,3149.939941,3188.600098,3142.000000,3186.429932,3186.429932,374500
2022-06-01,3179.689941,3190.610107,3160.040039,3182.159912,3182.159912,365700
2022-06-02,3170.310059,3197.280029,3163.760010,3195.459961,3195.459961,361800
2022-06-06,3196.959961,3237.070068,3181.649902,3236.370117,3236.370117,422000
2022-06-07,3235.419922,3253.090088,3222.639893,3241.760010,3241.760010,402200
2022-06-08,3245.020020,3266.629883,3216.010010,3263.790039,3263.790039,434200
2022-06-09,3259.489990,3270.560059,3223.479980,3238.949951,3238.949951,422700
2022-06-10,3214.179932,3286.620117,3210.810059,3284.830078,3284.830078,439900
2022-06-13,3256.280029,3272.989990,3229.310059,3255.550049,3255.550049,438600
2022-06-14,3224.209961,3289.129883,3195.820068,3288.909912,3288.909912,450400
2022-06-15,3289.100098,3358.550049,3288.850098,3305.409912,3305.409912,550600
2022-06-16,3306.840088,3319.689941,3277.530029,3285.379883,3285.379883,433200
2022-06-17,3265.510010,3323.280029,3262.889893,3316.790039,3316.790039,395300
2022-06-20,3315.780029,3333.899902,3292.929932,3315.429932,3315.429932,413500
2022-06-21,3313.790039,3329.389893,3279.830078,3306.719971,3306.719971,394500
2022-06-22,3309.120117,3311.020020,3266.540039,3267.199951,3267.199951,375500
2022-06-23,3269.050049,3320.149902,3262.290039,3320.149902,3320.149902,400600
2022-06-24,3324.739990,3356.709961,3322.949951,3349.750000,3349.750000,390800
2022-06-27,3364.000000,3393.310059,3364.000000,3379.189941,3379.189941,414100
2022-06-28,3377.679932,3412.100098,3358.870117,3409.209961,3409.209961,412100
2022-06-29,3399.679932,3414.649902,3358.469971,3361.520020,3361.520020,440600
2022-06-30,3358.929932,3417.010010,3358.929932,3398.620117,3398.620117,381200
2022-07-01,3400.260010,3404.050049,3378.360107,3387.639893,3387.639893,350500
2022-07-04,3381.820068,3405.620117,3364.090088,3405.429932,3405.429932,357700
2022-07-05,3411.129883,3424.840088,3372.060059,3404.030029,3404.030029,411700
2022-07-06,3391.030029,3391.030029,3333.100098,3355.350098,3355.350098,384600
2022-07-07,3353.129883,3375.860107,3332.310059,3364.399902,3364.399902,334400
2022-07-08,3380.370117,3386.310059,3354.120117,3356.080078,3356.080078,322900
2022-07-11,3341.100098,3341.100098,3297.010010,3313.580078,3313.580078,342700
2022-07-12,3307.219971,3319.250000,3277.080078,3281.469971,3281.469971,334600
2022-07-13,3279.600098,3297.020020,3266.479980,3284.290039,3284.290039,331800
2022-07-14,3277.449951,3299.250000,3261.489990,3281.739990,3281.739990,355900
2022-07-15,3261.379883,3288.919922,3228.060059,3228.060059,3228.060059,380200
2022-07-18,3235.090088,3278.469971,3226.229980,3278.100098,3278.100098,348300
2022-07-19,3278.719971,3283.929932,3256.020020,3279.429932,3279.429932,315700
2022-07-20,3291.550049,3308.350098,3287.739990,3304.719971,3304.719971,301500
2022-07-21,3297.659912,3300.530029,3272.000000,3272.000000,3272.000000,332400
2022-07-22,3276.199951,3293.639893,3246.729980,3269.969971,3269.969971,300700
2022-07-25,3269.709961,3273.179932,3243.030029,3250.389893,3250.389893,271200
2022-07-26,3254.189941,3282.409912,3246.040039,3277.439941,3277.439941,259500
2022-07-27,3271.780029,3282.570068,3265.729980,3275.760010,3275.760010,249100
2022-07-28,3287.500000,3305.709961,3277.110107,3282.580078,3282.580078,288100
2022-07-29,3282.810059,3294.800049,3246.370117,3253.239990,3253.239990,307300
2022-08-01,3246.620117,3264.300049,3225.550049,3259.959961,3259.959961,292200
2022-08-02,3231.260010,3231.260010,3155.189941,3186.270020,3186.270020,394200
2022-08-03,3188.889893,3217.550049,3159.459961,3163.669922,3163.669922,324900
2022-08-04,3179.429932,3191.000000,3155.699951,3189.040039,3189.040039,260900
2022-08-05,3195.229980,3228.889893,3184.449951,3227.030029,3227.030029,274700
2022-08-08,3218.850098,3237.969971,3214.080078,3236.929932,3236.929932,254300
2022-08-09,3235.739990,3248.770020,3227.540039,3247.429932,3247.429932,259600
2022-08-10,3242.360107,3253.169922,3217.810059,3230.020020,3230.020020,257600
2022-08-11,3243.469971,3281.669922,3237.899902,3281.669922,3281.669922,300600
2022-08-12,3275.770020,3288.219971,3272.840088,3276.889893,3276.889893,299900
2022-08-15,3268.370117,3286.889893,3261.820068,3276.090088,3276.090088,287100
2022-08-16,3278.679932,3295.020020,3271.570068,3277.879883,3277.879883,303600
2022-08-17,3282.100098,3296.000000,3263.350098,3292.530029,3292.530029,326100
2022-08-18,3286.370117,3289.139893,3270.560059,3277.540039,3277.540039,301700
2022-08-19,3275.620117,3286.489990,3258.060059,3258.080078,3258.080078,333500
2022-08-22,3249.699951,3278.169922,3247.189941,3277.790039,3277.790039,314500
2022-08-23,3274.429932,3284.600098,3262.629883,3276.219971,3276.219971,316600
2022-08-24,3279.169922,3281.879883,3212.389893,3215.199951,3215.199951,366100
2022-08-25,3223.459961,3248.350098,3199.120117,3246.250000,3246.250000,336200
2022-08-26,3250.629883,3266.270020,3232.280029,3236.219971,3236.219971,309900
2022-08-29,3203.100098,3240.729980,3199.000000,3240.729980,3240.729980,297000
2022-08-30,3240.179932,3243.750000,3212.629883,3227.219971,3227.219971,294300
2022-08-31,3216.530029,3232.020020,3184.389893,3202.139893,3202.139893,344400
2022-09-01,3196.540039,3214.560059,3181.629883,3184.979980,3184.979980,274700
2022-09-02,3189.639893,3198.280029,3173.790039,3186.479980,3186.479980,250500
2022-09-05,3183.946045,3199.912109,3172.039063,3199.912109,3199.912109,280700
2022-09-06,3207.929932,3244.639893,3203.820068,3243.449951,3243.449951,318900
2022-09-07,3232.139893,3253.770020,3227.820068,3246.290039,3246.290039,301000
2022-09-08,3245.560059,3253.699951,3233.800049,3235.590088,3235.590088,281700
2022-09-09,3241.179932,3266.199951,3236.510010,3262.050049,3262.050049,283800
2022-09-13,3272.050049,3278.169922,3259.659912,3263.800049,3263.800049,276200
2022-09-14,3224.679932,3250.800049,3221.959961,3237.540039,3237.540039,255200
2022-09-15,3248.969971,3254.179932,3174.389893,3199.919922,3199.919922,325200
2022-09-16,3189.830078,3191.830078,3126.399902,3126.399902,3126.399902,316500
2022-09-19,3122.750000,3135.560059,3101.219971,3115.600098,3115.600098,249100
2022-09-20,3127.840088,3140.030029,3114.040039,3122.409912,3122.409912,219900
2022-09-21,3116.010010,3129.820068,3091.300049,3117.179932,3117.179932,233000
2022-09-22,3098.770020,3125.679932,3092.820068,3108.909912,3108.909912,221100
2022-09-23,3106.810059,3124.659912,3072.239990,3088.370117,3088.370117,243100
2022-09-26,3067.570068,3102.649902,3048.510010,3051.229980,3051.229980,262700
2022-09-27,3056.389893,3094.040039,3048.370117,3093.860107,3093.860107,232700
2022-09-28,3089.100098,3089.100098,3044.860107,3045.070068,3045.070068,230100
2022-09-29,3067.469971,3076.760010,3026.080078,3041.199951,3041.199951,230000
2022-09-30,3042.169922,3054.610107,3021.929932,3024.389893,3024.389893,204100
2022-10-10,3026.939941,3029.449951,2968.280029,2974.149902,2974.149902,243400
2022-10-11,2978.060059,2986.909912,2953.500000,2979.790039,2979.790039,208600
2022-10-12,2976.719971,3025.510010,2934.090088,3025.510010,3025.510010,248000
2022-10-13,3008.300049,3036.250000,3004.500000,3016.360107,3016.360107,249700
2022-10-14,3035.030029,3084.270020,3035.030029,3071.989990,3071.989990,277300
2022-10-17,3060.520020,3087.189941,3052.709961,3084.939941,3084.939941,262600
2022-10-18,3094.929932,3099.919922,3074.219971,3080.959961,3080.959961,245600
2022-10-19,3073.260010,3081.389893,3044.379883,3044.379883,3044.379883,230900
2022-10-20,3029.300049,3070.260010,3013.689941,3035.050049,3035.050049,244700
2022-10-21,3038.040039,3055.419922,3026.959961,3038.929932,3038.929932,245300
2022-10-24,3034.750000,3064.419922,2965.169922,2977.560059,2977.560059,298100
2022-10-25,2969.159912,3001.719971,2944.260010,2976.280029,2976.280029,255600
2022-10-26,2977.560059,3028.350098,2977.560059,2999.500000,2999.500000,268700
2022-10-27,3005.040039,3017.260010,2981.689941,2982.899902,2982.899902,265600
2022-10-28,2967.020020,2974.239990,2908.979980,2915.929932,2915.929932,292500
2022-10-31,2893.199951,2926.020020,2885.090088,2893.479980,2893.479980,302000
2022-11-01,2899.500000,2969.199951,2896.760010,2969.199951,2969.199951,319800
2022-11-02,2960.649902,3019.050049,2954.949951,3003.370117,3003.370117,325100
2022-11-03,2981.199951,3003.719971,2977.719971,2997.810059,2997.810059,259300
2022-11-04,2997.000000,3081.590088,2997.000000,3070.800049,3070.800049,329800
2022-11-07,3062.860107,3088.189941,3054.459961,3077.820068,3077.820068,320600
2022-11-08,3077.310059,3078.280029,3047.459961,3064.489990,3064.489990,256500
2022-11-09,3064.459961,3073.919922,3046.189941,3048.169922,3048.169922,235600
2022-11-10,3031.689941,3047.979980,3022.850098,3036.129883,3036.129883,270400
2022-11-11,3099.649902,3117.739990,3070.300049,3087.290039,3087.290039,409600
2022-11-14,3100.870117,3121.409912,3075.219971,3083.399902,3083.399902,361800
2022-11-15,3081.129883,3135.590088,3074.500000,3134.080078,3134.080078,331500
2022-11-16,3133.649902,3145.750000,3115.350098,3119.979980,3119.979980,303400
2022-11-17,3110.959961,3115.439941,3087.169922,3115.429932,3115.429932,287000
2022-11-18,3116.729980,3126.709961,3096.889893,3097.239990,3097.239990,300000
2022-11-21,3078.056885,3085.242920,3056.169922,3085.043945,3085.043945,256000
2022-11-22,3084.232910,3118.120117,3076.321045,3088.943115,3088.943115,327600
2022-11-23,3084.739990,3108.243896,3075.323975,3096.906982,3096.906982,326200
2022-11-24,3104.095947,3113.239014,3084.854980,3089.310059,3089.310059,267500
2022-11-25,3085.459961,3111.419922,3077.969971,3101.689941,3101.689941,311400
2022-11-28,3055.290039,3080.179932,3034.699951,3078.550049,3078.550049,305800
2022-11-29,3096.110107,3152.000000,3096.110107,3149.750000,3149.750000,391400
2022-11-30,3141.399902,3158.570068,3137.370117,3151.340088,3151.340088,372700
2022-12-01,3187.989990,3198.409912,3164.530029,3165.469971,3165.469971,387000
2022-12-02,3160.580078,3170.899902,3149.840088,3156.139893,3156.139893,307800
2022-12-05,3181.919922,3213.439941,3177.060059,3211.810059,3211.810059,447400
2022-12-06,3200.280029,3224.820068,3195.080078,3212.530029,3212.530029,373600
2022-12-07,3204.939941,3226.080078,3188.669922,3199.620117,3199.620117,354100
2022-12-08,3196.020020,3206.719971,3187.260010,3197.350098,3197.350098,321000
2022-12-09,3197.120117,3212.110107,3182.909912,3206.949951,3206.949951,373300
2022-12-12,3195.870117,3196.719971,3176.580078,3179.040039,3179.040039,333400
2022-12-13,3179.439941,3187.199951,3171.479980,3176.330078,3176.330078,285800
2022-12-14,3178.550049,3189.840088,3168.590088,3176.530029,3176.530029,265600
2022-12-15,3177.199951,3179.100098,3158.449951,3168.649902,3168.649902,243000
2022-12-16,3156.135010,3175.353027,3151.608887,3167.857910,3167.857910,259800
2022-12-19,3165.310059,3170.260010,3096.100098,3107.120117,3107.120117,278500
2022-12-20,3098.949951,3100.750000,3061.510010,3073.770020,3073.770020,218800
2022-12-21,3078.330078,3085.800049,3060.550049,3068.409912,3068.409912,189100
2022-12-22,3085.800049,3096.239990,3044.600098,3054.429932,3054.429932,223600
2022-12-23,3038.842041,3061.866943,3031.535889,3045.865967,3045.865967,192000
2022-12-26,3048.196045,3071.835938,3047.349121,3065.562988,3065.562988,206500
2022-12-27,3077.750000,3098.080078,3074.310059,3095.570068,3095.570068,222200
2022-12-28,3088.620117,3098.649902,3079.429932,3087.399902,3087.399902,224600
2022-12-29,3076.729980,3086.000000,3064.459961,3073.699951,3073.699951,215600
2022-12-30,3084.520020,3096.310059,3082.199951,3089.260010,3089.260010,217500
2023-01-03,3087.510010,3119.860107,3073.050049,3116.510010,3116.510010,281400
2023-01-04,3117.570068,3129.090088,3109.449951,3123.520020,3123.520020,273300
2023-01-05,3132.760010,3159.429932,3130.229980,3155.219971,3155.219971,257000
2023-01-06,3155.070068,3170.739990,3151.840088,3157.639893,3157.639893,257400
2023-01-09,3169.370117,3183.580078,3165.429932,3176.080078,3176.080078,258100
2023-01-10,3178.020020,3178.159912,3165.139893,3169.510010,3169.510010,233000
2023-01-11,3172.379883,3184.760010,3160.889893,3161.840088,3161.840088,237700
2023-01-12,3167.270020,3171.590088,3153.399902,3163.449951,3163.449951,216700
2023-01-13,3170.350098,3195.310059,3167.510010,3195.310059,3195.310059,220200
2023-01-16,3198.519043,3251.374023,3197.319092,3227.592041,3227.592041,306700
2023-01-17,3229.439941,3231.260010,3211.760010,3224.239990,3224.239990,226600
2023-01-18,3227.590088,3234.820068,3220.370117,3224.409912,3224.409912,212100
